Gene	Control	Control_r	shPTB	shPTB_r	shPTBnPTB	shPTBnPTB_r
ANKK1	0	0	0	0	0	0
ANKLE1	0	1	1	0	1	0
ANKLE2	150	139	159	89	252	150
ANKMY1	4	5	7	6	5	6
ANKMY2	76	52	99	48	77	68
ANKRA2	82	83	97	35	152	74
ANKRD1	2	0	27	15	23	14
ANKRD10	132	103	301	176	416	183
ANKRD11	21	20	55	20	52	32
ANKRD12	93	70	232	147	252	148
ANKRD13A	709	519	344	143	264	155
ANKRD13B	12	8	11	9	26	16
ANKRD13C	155	131	164	91	251	173
ANKRD13D	49	24	85	33	72	51
ANKRD16	5	6	7	3	1	5
ANKRD17	266	234	540	285	361	215
ANKRD18A	0	0	0	0	0	0
ANKRD18B	0	0	0	1	0	0
ANKRD18DP	0	0	0	0	0	0
ANKRD19P	0	2	2	1	2	0
ANKRD2	0	3	1	0	1	0
ANKRD20A1	0	0	0	0	0	0
ANKRD20A11P	0	0	0	0	0	0
ANKRD20A12P	1	1	24	8	37	21
ANKRD20A19P	0	0	0	0	0	0
ANKRD20A2	0	0	0	0	0	0
ANKRD20A3	0	0	0	0	0	0
ANKRD20A4	0	0	0	0	0	0
ANKRD20A5P	1	1	2	1	2	2
ANKRD20A8P	0	0	0	0	0	0
ANKRD20A9P	0	0	0	0	0	0
ANKRD22	0	0	2	1	8	9
ANKRD23	3	1	9	4	4	3
ANKRD24	1	0	0	2	5	4
ANKRD26	71	57	103	52	113	92
ANKRD26P1	2	0	1	0	0	0
ANKRD26P3	0	0	0	0	0	0
ANKRD27	106	97	158	79	226	163
ANKRD28	743	635	1018	587	1060	594
ANKRD29	12	7	23	9	9	18
ANKRD30A	0	0	0	0	0	0
ANKRD30B	2	2	13	7	23	14
ANKRD30BL	0	0	0	0	0	0
ANKRD30BP2	0	0	0	0	0	0
ANKRD30BP3	0	0	0	0	0	0
ANKRD31	0	0	1	0	1	1
ANKRD33	0	0	4	2	3	0
ANKRD33B	6	0	3	0	0	2
ANKRD34A	1	0	8	0	1	0
ANKRD34B	0	0	0	0	0	0
ANKRD34C	0	0	0	0	0	0
ANKRD34C-AS1	0	0	0	0	0	0
ANKRD35	8	6	24	11	16	11
ANKRD36	121	119	177	143	216	75
ANKRD36B	26	16	34	29	36	20
ANKRD36BP1	0	0	0	0	0	0
ANKRD36BP2	0	0	0	0	0	0
ANKRD36C	112	83	245	114	205	137
ANKRD37	23	11	14	9	36	16
ANKRD39	11	7	18	6	9	12
ANKRD40	31	22	36	21	26	10
ANKRD42	15	7	21	8	17	19
ANKRD44	27	25	52	19	12	9
ANKRD44-IT1	1	1	1	0	1	1
ANKRD45	0	1	0	0	0	0
ANKRD46	14	6	4	1	2	4
ANKRD49	0	0	1	0	1	0
ANKRD50	6	4	10	2	13	6
ANKRD52	61	57	158	68	98	62
ANKRD53	1	1	0	0	0	0
ANKRD54	15	17	58	17	38	29
ANKRD55	0	2	1	2	4	2
ANKRD6	2	1	15	2	13	4
ANKRD60	0	0	0	0	0	0
ANKRD61	33	25	63	27	37	30
ANKRD62	0	0	0	0	0	0
ANKRD62P1-PARP4P3	0	0	0	0	0	0
ANKRD63	0	0	0	0	0	0
ANKRD65	0	0	0	0	0	0
ANKRD66	0	0	0	0	0	0
ANKRD7	0	0	1	0	1	0
ANKRD9	2	5	4	1	13	11
ANKS1A	31	47	38	19	20	22
ANKS1B	0	0	6	2	1	4
ANKS3	37	20	70	35	81	41
ANKS4B	0	0	1	0	0	1
ANKS6	21	19	9	6	11	4
ANKUB1	0	0	0	0	0	0
ANKZF1	130	125	131	67	118	83
ANLN	29	32	34	10	4	1
ANO1	0	0	0	0	0	0
ANO1-AS2	0	0	0	0	0	0
ANO10	152	80	165	80	290	206
ANO2	0	0	0	0	0	0
ANO3	33	18	26	23	63	38
ANO4	45	37	66	36	70	51
ANO5	0	0	5	3	10	0
ANO6	368	308	385	224	198	128
ANO7	4	0	0	0	0	0
ANO8	9	11	15	5	9	8
ANO9	0	1	0	0	0	0
ANOS1	0	0	0	0	0	0
ANP32A	132	114	118	61	113	81
ANP32A-IT1	0	0	0	0	0	0
ANP32AP1	0	0	0	0	0	0
ANP32B	45	29	31	17	72	49
ANP32C	0	0	0	0	0	0
ANP32D	0	0	0	0	0	0
ANP32E	20	16	33	19	29	11
ANPEP	419	268	840	350	960	638
ANTXR1	187	129	380	167	396	302
ANTXR2	356	265	925	545	903	491
ANTXRL	0	0	0	0	0	0
ANTXRLP1	0	0	0	0	0	0
ANXA1	2049	1699	5439	2933	3377	2178
ANXA10	1	0	3	0	3	0
ANXA11	562	415	1191	568	773	501
ANXA13	0	0	0	0	0	0
ANXA2	14404	12815	9103	4863	11134	6765
ANXA2P1	0	0	0	0	0	0
ANXA2P2	0	0	0	0	0	0
ANXA2P3	0	0	0	0	0	0
ANXA2R	0	0	1	0	0	0
ANXA3	21	16	20	6	17	6
ANXA4	211	206	665	356	601	464
ANXA5	6976	5370	10092	5471	6757	4536
ANXA6	1289	1016	4038	1857	2296	1453
ANXA7	176	97	620	274	740	472
ANXA8	11	0	0	0	36	12
ANXA8L1	0	0	0	0	0	0
ANXA9	2	3	2	1	1	6
AOAH	0	0	0	0	0	0
AOAH-IT1	0	0	0	0	0	0
AOC1	4	0	0	0	0	0
AOC2	0	1	0	0	0	0
AOC3	0	0	0	0	0	0
AOC4P	0	0	0	0	0	0
AOX1	595	485	401	238	496	311
AOX2P	0	1	0	0	6	0
AP1AR	39	54	178	73	151	109
AP1B1	103	70	126	46	180	125
AP1B1P1	0	0	0	0	0	0
AP1G1	259	197	309	187	212	184
AP1G2	34	19	32	17	10	13
AP1M1	104	107	275	117	224	150
AP1M2	0	0	0	0	0	0
AP1S1	148	135	287	152	298	181
AP1S2	118	79	218	170	61	37
AP1S3	2	1	1	18	2	0
AP2A1	244	188	228	104	421	267
AP2A2	220	180	264	136	269	148
AP2B1	188	129	400	200	104	50
AP2M1	873	697	1392	717	1070	658
AP2S1	289	253	348	206	449	274
AP3B1	327	244	538	378	568	363
AP3B2	0	1	0	0	10	9
AP3D1	226	216	661	286	908	645
AP3M1	91	56	184	102	176	115
AP3M2	30	32	96	44	72	61
AP3S1	164	124	356	167	320	187
AP3S2	44	28	73	52	113	78
AP4B1	24	19	61	31	52	30
AP4B1-AS1	5	1	21	8	9	9
AP4E1	80	34	47	18	59	36
AP4M1	108	58	156	71	82	67
AP4S1	12	10	11	1	12	8
AP5B1	2	1	0	0	2	1
AP5M1	30	34	109	58	73	36
AP5S1	10	1	19	4	18	14
AP5Z1	48	34	212	89	189	104
APAF1	159	134	231	111	294	159
APBA1	2	2	29	14	9	7
APBA2	1	4	19	8	6	7
APBA3	18	13	30	14	43	20
APBB1	134	132	273	116	254	181
APBB1IP	4	1	11	2	9	11
APBB2	142	121	110	48	63	44
APBB3	20	14	24	5	31	22
APC	64	60	163	91	59	44
APC2	15	12	4	2	9	14
APCDD1	8	9	38	10	19	14
APCDD1L	0	0	0	0	3	1
APCDD1L-AS1	4	5	21	23	25	13
APCS	0	0	0	0	0	0
APEH	133	76	228	125	413	227
APELA	0	0	0	0	1	0
APEX1	90	92	175	78	213	149
APEX2	2	5	19	6	16	7
APH1A	211	162	391	181	176	132
APH1B	17	54	51	34	112	64
API5	292	191	267	159	446	279
APIP	48	30	170	74	203	100
APITD1	5	2	23	7	22	13
APITD1-CORT	7	4	27	10	28	15
APLF	30	15	19	10	23	14
APLN	0	0	1	0	0	0
APLNR	0	0	0	0	0	0
APLP1	3	3	4	0	3	6
APLP2	2401	2120	8386	4412	5635	3715
APMAP	163	120	316	155	408	268
APOA1	0	0	3	0	0	0
APOA1-AS	3	1	2	1	2	1
APOA1BP	76	59	124	59	84	56
APOA2	0	0	0	0	0	0
APOA4	0	0	0	0	0	0
APOA5	0	0	0	0	0	0
APOB	6	5	0	1	0	0
APOBEC1	0	0	0	0	0	0
APOBEC2	0	0	0	0	0	0
APOBEC3A	0	0	0	0	0	0
APOBEC3A_B	0	0	0	0	0	0
APOBEC3B	1	0	0	0	1	0
APOBEC3B-AS1	1	0	0	0	0	0
APOBEC3C	24	10	24	15	33	17
APOBEC3D	3	6	9	0	1	1
APOBEC3F	2	4	6	3	6	4
APOBEC3G	13	5	29	9	10	7
APOBEC3H	0	0	0	0	0	0
APOBEC4	3	2	3	4	1	0
APOBR	0	0	0	0	0	0
APOC1	4	2	3	1	3	0
APOC1P1	0	0	0	0	0	0
APOC2	0	1	0	0	0	0
APOC3	0	0	0	0	0	0
APOC4	0	0	0	0	0	0
APOC4-APOC2	0	1	0	0	0	0
APOD	61	30	99	52	88	59
APOE	56	60	31	15	14	5
APOF	0	0	0	0	0	0
APOH	0	0	0	0	0	0
APOL1	19	35	35	20	58	35
APOL2	28	21	132	82	151	80
APOL3	15	11	12	4	13	9
APOL4	0	0	0	0	0	0
APOL5	0	0	0	0	0	0
APOL6	67	53	53	47	70	38
APOLD1	1	1	3	0	0	0
APOM	3	13	3	2	11	2
APOO	30	9	13	11	28	9
APOOL	20	18	30	11	29	26
APOOP5	0	0	0	0	0	0
APOPT1	62	39	63	28	80	51
APP	1638	1222	2308	1245	2009	1262
APPBP2	211	197	369	177	382	253
APPL1	299	255	187	150	198	146
APPL2	409	317	621	334	452	314
APRT	80	71	107	38	114	61
APTR	9	0	2	4	2	3
APTX	49	53	74	43	63	45
AQP1	117	80	29	23	25	12
AQP10	0	0	0	0	0	0
AQP11	1	2	4	2	5	2
AQP12A	0	0	0	0	0	0
AQP12B	0	0	0	0	0	0
AQP2	0	0	0	0	0	0
AQP3	0	1	7	3	0	2
AQP4	0	0	0	0	0	0
AQP4-AS1	0	0	0	0	0	0
AQP5	0	0	0	0	0	0
AQP6	0	0	0	0	0	0
AQP7	2	0	3	2	0	0
AQP7P1	0	0	0	0	0	0
AQP7P3	0	0	1	0	1	0
AQP8	0	0	0	0	0	0
AQP9	12	8	30	9	15	17
AQR	312	265	311	151	431	284
AR	10	8	5	0	8	3
ARAF	57	73	89	46	97	79
ARAP1	178	146	249	138	290	198
ARAP2	1	0	2	1	9	3
ARAP3	46	30	22	12	30	22
ARC	0	0	0	0	1	0
ARCN1	389	328	400	230	652	436
AREG	0	0	1	0	2	0
AREL1	113	94	86	38	112	97
ARF1	340	179	281	177	364	202
ARF3	133	110	204	100	183	116
ARF4	708	579	1039	479	1311	893
ARF4-AS1	0	1	1	0	6	2
ARF5	336	318	442	186	347	224
ARF6	0	1	1	0	1	3
ARFGAP1	145	152	359	147	399	256
ARFGAP2	185	126	283	154	281	140
ARFGAP3	264	195	372	193	739	532
ARFGEF1	416	284	605	300	463	320
ARFGEF2	285	246	726	311	747	426
ARFGEF3	0	1	3	1	9	15
ARFIP1	162	96	138	60	65	52
ARFIP2	119	78	186	94	266	111
ARFRP1	39	35	101	39	72	49
ARG1	0	7	6	0	8	1
ARG2	29	9	15	12	15	5
ARGFX	0	0	0	0	0	0
ARGFXP2	0	0	0	0	0	0
ARGLU1	66	41	68	31	73	39
ARHGAP1	51	56	156	80	153	97
ARHGAP10	168	139	315	171	277	174
ARHGAP11A	34	23	21	19	39	21
ARHGAP11B	3	4	0	5	4	1
ARHGAP12	292	270	599	353	669	415
ARHGAP15	0	0	0	0	0	4
ARHGAP17	58	33	74	33	66	32
ARHGAP18	191	155	504	307	470	305
ARHGAP19	8	31	33	8	21	8
ARHGAP19-SLIT1	8	31	33	9	21	8
ARHGAP20	5	2	13	4	12	6
ARHGAP21	179	154	478	252	592	339
ARHGAP22	45	31	178	68	91	56
ARHGAP23	112	120	150	89	189	93
ARHGAP24	39	40	274	142	209	136
ARHGAP25	1	1	1	0	0	0
ARHGAP26	34	27	44	23	86	49
ARHGAP26-AS1	0	3	0	18	0	6
ARHGAP26-IT1	0	0	0	0	0	0
ARHGAP27	1	3	13	4	5	4
ARHGAP28	6	5	9	10	0	0
ARHGAP29	326	238	320	159	391	261
ARHGAP30	0	0	0	0	0	0
ARHGAP31	39	25	24	18	27	12
ARHGAP31-AS1	0	0	0	0	0	0
ARHGAP32	15	18	35	22	48	17
ARHGAP33	0	2	0	0	0	1
ARHGAP35	28	22	50	36	71	39
ARHGAP36	0	0	0	0	0	0
ARHGAP39	1	0	2	0	4	0
ARHGAP4	3	1	5	2	2	4
ARHGAP40	0	0	1	0	0	0
ARHGAP42	47	32	77	42	99	65
ARHGAP44	2	1	0	0	1	1
ARHGAP5	49	28	46	21	61	25
ARHGAP5-AS1	0	0	0	0	0	0
ARHGAP6	13	3	16	10	17	9
ARHGAP8	0	0	0	0	0	0
ARHGAP9	0	0	0	0	0	0
ARHGDIA	86	72	180	64	126	60
ARHGDIB	2	1	17	7	2	1
ARHGDIG	0	0	0	0	0	0
ARHGEF1	112	82	211	108	195	136
ARHGEF10	101	81	190	81	234	176
ARHGEF10L	98	81	234	73	138	94
ARHGEF11	276	200	280	149	373	235
ARHGEF12	1221	987	2395	1109	1732	1060
ARHGEF15	0	0	0	0	0	0
ARHGEF16	1	0	0	0	0	0
ARHGEF17	73	45	56	30	39	59
ARHGEF18	103	83	64	26	81	40
ARHGEF19	15	10	4	2	3	1
ARHGEF2	452	438	644	308	951	525
ARHGEF25	82	54	54	26	91	48
ARHGEF26	4	0	1	0	0	4
ARHGEF26-AS1	0	0	0	0	0	0
ARHGEF28	47	44	187	119	113	61
ARHGEF3	17	18	59	43	29	27
ARHGEF3-AS1	2	0	2	2	3	5
ARHGEF33	1	3	8	4	5	1
ARHGEF34P	4	2	9	1	1	1
ARHGEF35	0	0	2	0	0	0
ARHGEF37	0	0	2	0	1	3
ARHGEF38	0	0	0	0	0	0
ARHGEF38-IT1	0	0	0	0	0	0
ARHGEF39	1	0	0	1	0	0
ARHGEF4	0	1	0	0	1	3
ARHGEF40	245	193	136	70	182	96
ARHGEF5	4	0	3	2	2	2
ARHGEF6	157	136	73	61	78	59
ARHGEF7	89	84	180	61	178	122
ARHGEF7-AS1	0	0	1	0	0	0
ARHGEF7-AS2	1	0	2	1	2	2
ARHGEF9	10	13	42	19	68	36
ARHGEF9-IT1	6	2	18	2	22	22
ARID1A	10	4	9	6	17	3
ARID1B	27	29	59	19	48	21
ARID2	44	47	77	47	93	58
ARID3A	13	10	22	7	29	19
ARID3B	0	1	0	0	1	1
ARID3C	0	0	0	0	1	0
ARID4A	69	47	110	44	68	59
ARID4B	242	195	244	151	246	158
ARID5A	12	10	58	25	6	7
ARID5B	276	186	170	84	173	111
ARIH1	164	137	183	123	186	109
ARIH2	137	155	418	202	519	300
ARIH2OS	0	0	0	0	0	0
ARL1	247	170	288	168	483	284
ARL10	4	0	2	1	2	0
ARL11	0	0	0	0	0	0
ARL13A	0	0	1	0	0	2
ARL13B	32	29	78	47	46	39
ARL14	0	0	0	0	0	0
ARL14EP	24	11	26	10	32	16
ARL14EPL	0	0	0	0	0	0
ARL15	20	18	11	8	13	3
ARL16	26	8	43	11	22	15
ARL17A	4	1	10	0	13	4
ARL17B	4	1	9	0	13	4
ARL2	42	38	103	42	88	58
ARL2-SNX15	53	48	107	48	98	70
ARL2BP	166	179	314	177	381	235
ARL3	63	59	66	50	93	72
ARL4A	1	0	3	0	0	1
ARL4C	0	0	0	0	0	0
ARL4D	7	3	5	0	0	1
ARL5A	64	36	52	25	39	24
ARL5B	47	30	9	9	24	15
ARL5C	0	0	0	0	0	0
ARL6	12	16	32	13	51	34
ARL6IP1	159	121	170	114	152	109
ARL6IP4	168	155	208	79	188	117
ARL6IP5	98	77	159	84	72	48
ARL6IP6	19	18	16	3	15	16
ARL8A	60	37	40	25	10	17
ARL8B	72	72	107	64	61	26
ARL9	0	1	1	0	1	1
ARMC1	54	31	82	43	122	83
ARMC10	58	38	44	22	89	66
ARMC12	0	0	2	1	0	0
ARMC2	8	11	7	3	16	5
ARMC2-AS1	5	3	0	0	1	0
ARMC3	0	0	0	0	0	0
ARMC4	5	3	7	3	12	7
ARMC5	2	0	2	1	2	5
ARMC6	30	27	70	39	86	47
ARMC7	1	0	1	1	1	0
ARMC8	209	152	256	101	363	229
ARMC9	151	105	784	410	559	288
ARMCX1	45	24	108	37	116	86
ARMCX2	76	61	153	64	215	146
ARMCX3	146	84	226	105	311	231
ARMCX4	2	1	3	3	6	6
ARMCX5	15	13	14	9	23	21
ARMCX5-GPRASP2	16	15	26	7	23	18
ARMCX6	62	48	125	45	121	67
ARMS2	0	0	1	0	2	0
ARMT1	70	45	101	58	73	60
ARNT	153	122	293	142	175	137
ARNT2	62	46	39	12	5	5
ARNTL	50	32	87	34	107	67
ARNTL2	17	38	31	17	20	14
ARNTL2-AS1	10	6	6	2	9	2
ARPC1A	299	229	170	75	378	244
ARPC1B	314	255	540	220	421	269
ARPC2	844	705	1745	868	1537	935
ARPC3	630	506	1015	553	1168	760
ARPC4	220	192	353	129	329	218
ARPC4-TTLL3	166	141	271	110	236	160
ARPC5	177	183	220	137	262	170
ARPC5L	26	23	24	25	36	22
ARPIN	27	13	22	15	11	10
ARPP19	40	24	71	31	44	46
ARPP21	0	0	0	0	0	0
ARR3	0	1	3	0	0	0
ARRB1	14	14	24	11	3	0
ARRB2	12	4	6	3	5	5
ARRDC1	32	15	27	13	24	17
ARRDC1-AS1	0	0	0	0	0	0
ARRDC2	9	5	42	16	12	8
ARRDC3	230	179	283	106	224	156
ARRDC3-AS1	39	28	46	43	41	19
ARRDC4	196	160	168	99	341	190
ARRDC5	0	0	0	0	0	0
ARSA	36	27	37	20	49	21
ARSB	82	46	77	45	47	33
ARSD	29	20	56	30	51	35
ARSE	7	10	4	2	7	0
ARSF	0	0	0	0	0	2
ARSG	5	3	24	13	31	19
ARSH	0	0	0	0	0	0
ARSI	0	0	0	0	0	0
ARSJ	0	0	0	0	0	0
ARSK	17	13	29	23	64	26
ART1	0	0	0	0	0	0
ART3	0	0	0	0	0	0
ART4	0	0	0	0	0	0
ART5	0	0	5	0	0	0
ARTN	0	0	3	0	0	0
ARV1	24	24	18	11	55	30
ARVCF	6	5	22	7	9	10
ARX	0	0	0	0	0	0
AS3MT	8	12	8	1	8	2
ASAH1	549	395	2048	1068	1704	967
ASAH2	3	1	2	1	3	3
ASAH2B	1	4	2	3	1	0
ASAP1	180	142	278	140	215	138
ASAP1-IT1	1	1	1	0	1	0
ASAP1-IT2	3	1	6	2	4	4
ASAP2	143	119	187	105	128	88
ASAP3	146	103	145	51	141	108
ASB1	6	8	14	1	19	9
ASB10	0	0	0	0	0	0
ASB11	0	0	2	0	2	2
ASB12	0	0	0	0	0	0
ASB13	3	8	8	0	14	12
ASB14	30	38	18	14	13	14
ASB15	0	0	0	0	0	0
ASB16	1	0	2	0	2	1
ASB16-AS1	2	2	2	1	4	1
ASB17	0	0	0	0	0	0
ASB18	0	0	0	0	0	0
ASB2	0	0	5	2	0	1
ASB3	42	52	52	38	83	50
ASB4	0	0	0	0	0	0
ASB5	0	0	0	0	0	0
ASB6	17	12	30	9	22	11
ASB7	13	6	11	11	11	4
ASB8	19	14	32	19	39	12
ASB9	3	2	0	0	0	0
ASB9P1	0	0	0	0	0	0
ASCC1	43	43	116	58	113	83
ASCC2	54	39	96	49	124	86
ASCC3	895	710	1658	853	990	633
ASCL1	0	0	0	0	0	0
ASCL2	0	0	0	0	0	0
ASCL3	0	1	0	0	0	0
ASCL4	0	0	0	0	0	0
ASCL5	0	0	0	0	0	0
ASF1A	36	23	33	8	31	22
ASF1B	0	0	0	0	0	0
ASGR1	1	1	0	0	0	0
ASGR2	0	0	0	0	0	0
ASH1L	170	106	212	102	237	151
ASH1L-AS1	0	0	0	0	0	0
ASH2L	22	22	32	15	38	27
ASIC1	1	2	0	0	1	0
ASIC2	0	0	0	0	0	0
ASIC3	3	1	2	0	6	1
ASIC4	2	0	0	0	0	3
ASIC5	0	0	0	0	0	0
ASIP	1	0	0	1	2	2
ASL	196	141	165	90	196	92
ASMT	0	0	0	0	0	0
ASMTL	0	0	0	0	0	0
ASMTL-AS1	0	0	0	0	0	0
ASNA1	156	137	356	200	317	234
ASNS	328	266	114	66	172	89
ASNSD1	62	62	143	48	110	76
ASPA	17	15	58	46	46	32
ASPDH	0	1	2	1	0	0
ASPG	0	0	0	0	0	0
ASPH	2612	2033	3806	2053	2223	1669
ASPHD1	2	1	1	0	2	3
ASPHD2	0	1	0	0	1	0
ASPM	9	10	7	2	5	3
ASPN	3	4	99	47	23	16
ASPRV1	0	0	0	0	0	0
ASPSCR1	17	24	22	9	46	29
ASRGL1	0	0	0	0	0	0
ASS1	1537	1270	676	317	1396	857
ASTE1	14	9	23	15	38	15
ASTL	0	0	0	0	0	0
ASTN1	0	0	0	0	0	0
ASTN2	5	0	32	18	46	31
ASTN2-AS1	1	0	1	20	3	3
ASUN	102	82	212	118	303	175
ASXL1	47	31	69	33	59	24
ASXL2	12	14	22	13	26	23
ASXL3	0	0	0	0	0	0
ASZ1	0	0	0	0	0	0
ATAD1	176	137	200	131	458	282
ATAD2	51	33	73	32	60	53
ATAD2B	78	51	98	64	101	62
ATAD3A	35	28	81	33	115	71
ATAD3B	17	11	83	43	109	72
ATAD3C	17	0	2	0	0	24
ATAD5	8	2	8	1	10	4
ATAT1	14	6	2	3	16	8
ATCAY	0	0	0	0	0	0
ATE1	66	51	30	12	38	25
ATE1-AS1	0	0	0	0	0	1
ATF1	18	18	33	20	44	26
ATF2	159	127	282	150	340	210
ATF3	0	2	1	3	3	3
ATF4	134	102	120	79	170	140
ATF5	19	18	11	7	19	9
ATF6	118	78	165	91	273	175
ATF6B	70	70	108	85	225	143
ATF7	13	24	13	5	16	9
ATF7IP	36	34	64	34	72	40
ATF7IP2	0	0	4	2	2	1
ATG10	19	7	39	9	38	42
ATG101	16	7	28	7	32	10
ATG12	118	112	216	118	208	153
ATG13	157	152	317	201	352	251
ATG14	40	41	119	69	110	47
ATG16L1	134	102	177	82	124	64
ATG16L2	23	29	34	19	19	13
ATG2A	37	33	90	43	100	52
ATG2B	199	198	438	212	395	234
ATG3	160	128	286	148	402	321
ATG4A	43	35	161	64	140	118
ATG4B	95	75	144	81	129	70
ATG4C	31	21	35	24	50	17
ATG4D	31	4	14	18	24	4
ATG5	103	74	149	74	137	103
ATG7	168	141	262	126	301	191
ATG9A	91	65	171	66	156	102
ATG9B	0	0	0	0	0	0
ATHL1	14	18	21	7	18	8
ATIC	49	41	80	35	52	32
ATL1	35	18	77	33	38	44
ATL2	70	67	149	83	143	127
ATL3	346	308	630	358	295	185
ATM	597	478	779	433	1506	935
ATMIN	30	24	40	23	48	23
ATN1	3	2	8	3	6	5
ATOH1	0	0	0	0	0	0
ATOH7	0	0	0	0	0	0
ATOH8	5	2	8	1	17	6
ATOX1	60	77	123	47	149	86
ATP10A	44	80	14	8	13	15
ATP10B	0	0	0	0	0	0
ATP10D	108	91	197	146	201	128
ATP11A	34	23	38	19	75	34
ATP11A-AS1	0	0	0	1	0	0
ATP11AUN	0	0	0	0	0	0
ATP11B	467	396	822	400	745	422
ATP11C	194	164	220	94	235	104
ATP12A	2	0	0	0	1	0
ATP13A1	57	69	71	35	94	53
ATP13A2	77	72	94	50	51	41
ATP13A3	1334	1089	2012	1057	2896	1953
ATP13A4	2	0	1	0	2	0
ATP13A4-AS1	0	0	3	0	0	0
ATP13A5	0	0	0	0	0	0
ATP13A5-AS1	0	0	0	0	0	0
ATP1A1	759	639	813	444	962	615
ATP1A1-AS1	0	1	0	1	0	0
ATP1A2	0	0	7	1	2	4
ATP1A3	0	0	0	0	0	1
ATP1A4	0	0	0	0	0	0
ATP1B1	218	192	57	31	43	59
ATP1B2	1	1	0	0	0	0
ATP1B3	45	28	68	51	108	65
ATP1B4	0	0	0	0	0	0
ATP2A1	2	2	2	2	3	1
ATP2A1-AS1	1	0	1	1	1	0
ATP2A2	473	400	1036	479	954	636
ATP2A3	0	6	20	7	55	38
ATP2B1	482	471	657	393	606	401
ATP2B2	0	0	2	0	1	0
ATP2B2-IT2	0	0	0	0	0	0
ATP2B3	0	0	1	0	0	0
ATP2B4	403	323	673	326	519	313
ATP2C1	528	326	911	419	832	558
ATP2C2	1	2	3	0	3	4
ATP4A	0	0	0	0	1	0
ATP4B	0	0	0	0	0	0
ATP5A1	1901	1573	2797	1446	2809	1858
ATP5B	1154	903	2303	1107	2271	1536
ATP5C1	423	349	638	383	645	448
ATP5D	29	33	38	23	31	15
ATP5E	290	270	374	213	429	270
ATP5EP2	0	0	0	0	0	0
ATP5F1	315	243	722	311	791	498
ATP5G1	74	59	190	74	170	127
ATP5G2	220	158	338	164	334	266
ATP5G3	206	127	189	133	291	168
ATP5H	430	403	779	420	851	532
ATP5I	213	194	388	141	389	249
ATP5J	56	66	104	36	108	77
ATP5J2	189	170	407	180	383	303
ATP5J2-PTCD1	147	130	267	119	233	167
ATP5L	55	203	307	143	353	64
ATP5L2	12	4	6	4	8	6
ATP5O	327	286	372	200	487	321
ATP5S	8	6	14	9	13	12
ATP5SL	35	24	20	4	54	31
ATP6AP1	94	62	205	88	190	117
ATP6AP1L	1	0	5	2	7	6
ATP6AP2	459	373	626	278	1098	671
ATP6V0A1	56	42	163	54	235	169
ATP6V0A2	57	59	76	40	129	107
ATP6V0A4	0	0	0	0	0	0
ATP6V0B	142	102	438	214	374	217
ATP6V0C	3	1	5	2	5	0
ATP6V0CP3	0	0	0	0	0	0
ATP6V0D1	102	94	258	127	255	157
ATP6V0D2	0	0	3	1	1	2
ATP6V0E1	262	201	187	82	172	143
ATP6V0E2	6	1	2	0	1	5
ATP6V0E2-AS1	0	1	6	2	3	1
ATP6V1A	246	190	423	286	460	322
ATP6V1B1	5	5	0	0	1	1
ATP6V1B1-AS1	0	0	0	0	0	0
ATP6V1B2	268	230	784	391	1239	822
ATP6V1C1	175	130	330	256	504	303
ATP6V1C2	0	0	0	7	1	11
ATP6V1D	286	199	409	221	127	103
ATP6V1E1	297	202	568	239	554	376
ATP6V1E2	0	0	1	0	0	0
ATP6V1F	39	26	102	53	125	84
ATP6V1G1	89	92	168	93	205	185
ATP6V1G2	1	3	2	1	5	4
ATP6V1G2-DDX39B	178	205	346	204	398	207
ATP6V1G3	2	1	2	0	0	0
ATP6V1H	169	135	305	175	267	169
ATP7A	91	53	190	110	225	148
ATP7B	6	15	30	6	27	21
ATP8A1	6	10	32	8	38	18
ATP8A2	0	0	3	0	0	2
ATP8B1	291	186	311	148	213	140
ATP8B2	669	505	2037	1029	1804	1109
ATP8B3	1	2	1	2	1	0
ATP8B4	40	19	83	36	45	24
ATP8B5P	0	0	0	1	2	1
ATP9A	84	72	144	50	154	110
ATP9B	61	35	62	21	92	42
ATPAF1	62	57	121	76	97	77
ATPAF2	20	21	19	12	24	15
ATPIF1	56	30	83	29	76	59
ATR	251	177	229	118	194	134
ATRAID	174	101	271	120	95	47
ATRIP	15	5	25	9	34	10
ATRN	321	212	447	262	322	182
ATRNL1	0	0	17	7	9	4
ATRX	363	315	728	481	923	503
ATXN1	52	32	22	11	31	21
ATXN10	189	202	181	80	149	124
ATXN1L	6	2	4	6	5	1
ATXN2	42	39	94	32	94	61
ATXN2L	36	26	39	16	65	27
ATXN3	101	56	82	48	134	81
ATXN3L	1	0	0	0	0	0
ATXN7	13	14	16	15	15	33
ATXN7L1	9	5	6	11	11	7
ATXN7L2	10	5	10	4	11	3
ATXN7L3	173	124	337	115	305	206
ATXN7L3B	0	0	0	0	0	0
ATXN8OS	0	0	0	0	0	0
AUH	60	48	126	76	102	49
AUNIP	0	0	0	2	0	1
AUP1	150	131	431	227	558	294
AURKA	20	12	19	11	13	13
AURKAIP1	65	47	62	29	66	39
AURKAPS1	5	0	0	8	28	0
AURKB	3	1	1	3	1	1
AURKC	1	5	2	0	4	4
AUTS2	2	1	3	3	2	2
AVEN	20	18	53	18	51	27
AVIL	18	21	25	11	55	24
